,HrefBaseSpaceUI,Name,Id,DateCreated,DateModified,DateUploadStarted,DateUploadCompleted,DateInstrumentStarted,DateInstrumentCompleted,Number,ExperimentName,Status,ReagentBarcode,FlowcellBarcode,InstrumentName,InstrumentType,PlatformName,Workflow,NumCyclesRead1,NumCyclesRead2,NumCyclesIndex1,NumCyclesIndex2,LaneAndQcStatus,LimsStatus,TotalSize,IsFileDataDeleted,IsArchived,UserOwnedBy.Id,UserOwnedBy.Name,UserOwnedBy.GravatarUrl,UserOwnedBy.DateLastActive,UserOwnedBy.DateCreated,Instrument.InstrumentId,Instrument.Name,Instrument.SerialNumber,SequencingStats.Chemistry,SequencingStats.ClusterDensity,SequencingStats.Clusters,SequencingStats.ClustersPf,SequencingStats.ErrorRate,SequencingStats.ErrorRateR1,SequencingStats.ErrorRateR2,SequencingStats.Href,SequencingStats.IntensityCycle1,SequencingStats.IsIndexed,SequencingStats.MaxCycleCalled,SequencingStats.MaxCycleExtracted,SequencingStats.MaxCycleScored,SequencingStats.MinCycleCalled,SequencingStats.MinCycleExtracted,SequencingStats.MinCycleScored,SequencingStats.NonIndexedErrorRate,SequencingStats.NonIndexedIntensityCycle1,SequencingStats.NonIndexedPercentAligned,SequencingStats.NonIndexedPercentGtQ30,SequencingStats.NonIndexedProjectedTotalYield,SequencingStats.NonIndexedYieldTotal,SequencingStats.NumCyclesIndex1,SequencingStats.NumCyclesIndex2,SequencingStats.NumCyclesRead1,SequencingStats.NumCyclesRead2,SequencingStats.NumLanes,SequencingStats.NumReads,SequencingStats.NumSurfaces,SequencingStats.NumSwathsPerLane,SequencingStats.NumTilesPerSwath,SequencingStats.PercentAligned,SequencingStats.PercentGtQ30,SequencingStats.PercentGtQ30R1,SequencingStats.PercentGtQ30R2,SequencingStats.PercentPf,SequencingStats.PercentResynthesis,SequencingStats.PhasingR1,SequencingStats.PhasingR2,SequencingStats.PrePhasingR1,SequencingStats.PrePhasingR2,SequencingStats.ProjectedTotalYield,SequencingStats.ReadsPfTotal,SequencingStats.ReadsTotal,SequencingStats.YieldTotal,Reads_paired_PF
0,https://basespace.illumina.com/run/197394265/200917_KL-PhiX-noIndex,200917_M01605_0270_000000000-G6DRB,197394265,2020-09-17T23:18:08Z,2020-09-18T21:03:02Z,2020-09-17T23:25:09Z,2020-09-18T10:50:04Z,2020-09-17T23:18:08Z,2020-09-18T10:43:02Z,270,200917_KL-PhiX-noIndex,Complete,MS3124729-300V2,000000000-G6DRB,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,999552757,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Default,790585.0,4403619.0,4188124.0,0.258455,0.20738,0.30953,v1pre3/runs/197394265/sequencingstats,116.875,False,200,200,200,200,200,200,0.258455,116.875,98.7603,97.1472,0.829249,0.829249,0,0,100,100,1,2,2,1,4,98.7603,97.1472,98.1839,96.1105,0.951064,74.2777,0.0780101,0.0392826,0.0556065,0.0482213,0.829249,8376248,8807238,0.829249,2094062.0
0,https://basespace.illumina.com/run/197622427/200929_seq,200929_M01605_0271_000000000-G6B28,197622427,2020-09-29T21:24:26Z,2020-10-06T21:06:23Z,2020-09-29T21:27:32Z,2020-09-30T15:46:54Z,2020-09-29T21:24:25Z,2020-09-30T15:41:38Z,271,200929_seq,Complete,MS3124725-300V2,000000000-G6B28,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,1797969627,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,942451.0,5152699.0,4725845.0,0.602971,0.602971,0.0,v1pre3/runs/197622427/sequencingstats,203.0,True,316,316,316,316,316,316,0.602971,81.4375,12.8067,76.6688,1.4083,1.4083,8,8,135,165,1,4,2,1,4,12.8067,76.6754,94.5934,62.0231,0.917159,32.2843,0.0176097,0.359663,0.087271,0.351157,1.47446,18903380,20610796,1.47446,4725845.0
0,https://basespace.illumina.com/run/198282113/201030_seq,201030_M01605_0274_000000000-G6GB7,198282113,2020-10-31T00:17:01Z,2021-05-04T16:23:49Z,2020-10-31T00:18:47Z,,2020-10-31T00:17:01Z,2020-10-31T03:12:55Z,274,201030_seq,Timed Out,MS3128501-300V2,000000000-G6GB7,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,Initial,NoLims,260065118,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,1088120.0,6286371.0,305339.0,2.30823,2.30823,0.0,v1pre3/runs/198282113/sequencingstats,16.375,True,32,33,32,32,33,32,2.30823,16.375,11.3132,56.7253,0.0757241,0.00977085,8,8,190,60,1,4,2,1,4,11.3132,56.7253,56.7253,0.0,0.0485716,0.0,0.112397,0.0,0.21039,0.0,0.0799988,1221356,25145484,0.00977085,305339.0
0,https://basespace.illumina.com/run/198351179/201104_seq,201104_M01605_0275_000000000-G6GPT,198351179,2020-11-04T16:56:44Z,2020-11-05T16:16:12Z,2020-11-04T17:00:47Z,2020-11-05T08:59:02Z,2020-11-04T16:56:44Z,2020-11-05T08:54:39Z,275,201104_seq,Complete,MS3128418-300V2,000000000-G6GPT,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,676946994,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,318644.0,2099143.0,201779.0,4.78751,5.76554,3.80949,v1pre3/runs/198351179/sequencingstats,49.625,True,266,266,266,266,266,266,4.78751,30.0625,13.4313,63.1707,0.0500412,0.0500412,8,8,190,60,1,4,2,1,4,13.4313,60.8173,64.6356,58.4781,0.0961245,52.6984,0.00568984,0.133828,0.105926,0.257991,0.0528661,807116,8396572,0.0528661,201779.0
0,https://basespace.illumina.com/run/215197004/CB12_singleCell_set2,211004_M01605_0338_000000000-DDHC3,215197004,2021-10-04T16:09:32Z,2021-10-05T14:17:27Z,2021-10-04T16:14:40Z,2021-10-05T05:57:35Z,2021-10-04T16:09:32Z,2021-10-05T05:52:35Z,338,CB12_singleCell_set2,Complete,MS3231603-300V2,000000000-DDHC3,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,435303805,False,False,10928924,Claire Wenger,https://secure.gravatar.com/avatar/cc7c596663e51c8329cff81d80e73c97.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,909348.0,1414219.0,1342273.0,0.597807,0.861004,0.334611,v1pre3/runs/215197004/sequencingstats,222.125,True,266,266,266,266,266,266,0.597807,94.5,10.5019,91.0446,0.332884,0.332884,8,8,190,60,1,4,1,1,2,10.5019,90.115,90.7552,91.9718,0.949127,14.5455,0.547884,0.323499,1.03513,0.435427,0.351676,5369092,5656876,0.351675,1342273.0
0,https://basespace.illumina.com/run/219802583/CB12_singleCell_simg_group2-1,211113_M01605_0012_000000000-DDYMY,219802583,2021-11-13T20:40:54Z,2021-12-15T01:10:58Z,2021-11-13T20:43:37Z,2021-11-14T12:06:00Z,2021-11-13T20:40:54Z,2021-11-14T12:06:00Z,12,CB12_singleCell_simg_group2-1,Complete,MS3257110-300V2,000000000-DDYMY,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,720119723,False,False,10928924,Claire Wenger,https://secure.gravatar.com/avatar/cc7c596663e51c8329cff81d80e73c97.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,957236.0,1514338.0,586693.0,0.801679,0.81329,0.790067,v1pre3/runs/219802583/sequencingstats,181.75,True,316,316,316,316,316,316,0.801679,88.0,4.14352,84.8132,0.174835,0.174835,8,8,135,165,1,4,1,1,2,4.14352,84.0205,89.0053,81.388,0.387425,18.9189,0.0746167,0.133566,0.150919,0.268137,0.183048,2346772,6057352,0.183048,586693.0
0,https://basespace.illumina.com/run/197735555/CW06_organoidBarcoding,201007_M01605_0272_000000000-D7VF5,197735555,2020-10-07T17:42:30Z,2020-10-08T16:05:32Z,2020-10-07T17:47:49Z,2020-10-08T07:27:44Z,2020-10-07T17:42:30Z,2020-10-08T07:22:05Z,272,CW06_organoidBarcoding,Complete,MS9293090-300V2,000000000-D7VF5,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,416442629,False,False,10928924,Claire Wenger,https://secure.gravatar.com/avatar/cc7c596663e51c8329cff81d80e73c97.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,974484.0,1359095.0,1270645.0,0.899228,1.02895,0.769505,v1pre3/runs/197735555/sequencingstats,123.25,True,266,266,266,266,266,266,0.899228,74.25,28.676,92.1521,0.31512,0.31512,8,8,190,60,1,4,1,1,2,28.676,91.377,96.5455,78.0785,0.93492,23.75,0.0149321,0.0,0.153652,0.343322,0.332909,5082580,5436380,0.332909,1270645.0
0,https://basespace.illumina.com/run/194207076/KL-20200313,200313_M01605_0257_000000000-G4YWC,194207076,2020-03-13T15:51:40Z,2020-07-14T14:20:36Z,2020-03-13T15:56:33Z,2020-03-14T07:30:40Z,2020-03-13T15:51:40Z,2020-03-14T07:28:25Z,257,KL-20200313,Complete,MS9365694-300V2,000000000-G4YWC,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,Initial,NoLims,96289310,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,,4823565.0,4435905.0,1.11039,1.02004,1.20075,v1pre3/runs/194207076/sequencingstats,201.188,True,266,266,266,266,266,266,1.11039,80.625,28.6059,88.8945,1.1001,1.1001,8,8,190,60,1,4,2,1,4,28.6059,88.4627,95.3052,68.3586,0.919632,19.4444,0.0222558,0.015275,0.0845857,0.511038,1.16221,17743620,19294260,1.16221,4435905.0
0,https://basespace.illumina.com/run/191649486/KL17_1901022,191028_M00455_1042_000000000-G33HT,191649486,2019-10-28T17:17:58Z,2020-07-14T14:20:50Z,2019-10-28T17:18:20Z,2019-10-29T09:10:32Z,2019-10-28T17:17:58Z,2019-10-29T09:10:32Z,1042,KL17_1901022,Complete,MS8737848-300V2,000000000-G33HT,M00455,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,1700795949,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,726,M00455,M00455,Amplicon,,4513811.0,2328330.0,0.663214,0.924839,0.29694,v1pre3/runs/191649486/sequencingstats,233.375,True,266,266,266,266,266,266,0.663214,114.875,6.49373,90.6401,0.577426,0.577426,8,8,190,60,1,4,2,1,4,6.49373,90.299,91.7894,86.9586,0.515823,85.2823,0.0769618,0.180493,0.114686,0.164849,0.610022,9313320,18055244,0.610022,2328330.0
0,https://basespace.illumina.com/run/198487327/201112_seq,201112_M01605_0279_000000000-D9TNH,198487327,2020-11-12T21:39:27Z,2021-05-04T16:23:49Z,2020-11-12T21:46:56Z,2020-11-13T11:26:52Z,2020-11-12T21:39:27Z,2020-11-13T11:21:04Z,279,201112_seq,Complete,MS3128518-300V2,000000000-D9TNH,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,422979757,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,1028820.0,1372052.0,1149530.0,0.689091,0.917884,0.460299,v1pre3/runs/198487327/sequencingstats,240.375,True,266,266,266,266,266,266,0.689091,96.0,32.2534,94.1019,0.285083,0.285083,8,8,190,60,1,4,1,1,2,32.2534,93.2297,94.6426,92.3699,0.837818,35.689,0.0,0.0452509,0.0697992,0.277006,0.301177,4598120,5488208,0.301177,1149530.0
0,https://basespace.illumina.com/run/198609425/201119_RD01-RK-PB-PBF-V6,201119_M01605_0284_000000000-G6T68,198609425,2020-11-19T20:09:55Z,2020-11-20T12:16:51Z,2020-11-19T20:13:29Z,2020-11-20T11:59:46Z,2020-11-19T20:09:55Z,2020-11-20T11:54:39Z,284,201119_RD01-RK-PB-PBF-V6,Complete,MS3145143-300V2,000000000-G6T68,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,560779066,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,301214.0,1697573.0,1650987.0,0.987133,1.10549,0.868772,v1pre3/runs/198609425/sequencingstats,257.219,True,266,266,266,266,266,266,0.987133,84.1875,19.7751,94.8998,0.409445,0.409445,8,8,190,60,1,4,2,1,4,19.7751,94.4955,95.4862,93.0214,0.972557,19.7333,0.027078,0.170219,0.100423,0.032618,0.432559,6603948,6790292,0.432559,1650987.0
0,https://basespace.illumina.com/run/194695516/20200411_KL-22-23-Davis3,200411_M01605_0258_000000000-G4GB6,194695516,2020-04-11T17:33:34Z,2020-04-12T09:49:24Z,2020-04-11T17:37:02Z,2020-04-12T09:28:52Z,2020-04-11T17:33:34Z,2020-04-12T09:21:47Z,258,20200411_KL-22-23-Davis3,Complete,MS9087726-300V2,000000000-G4GB6,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,1336229932,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,,4474158.0,4127628.0,0.812023,1.09348,0.530566,v1pre3/runs/194695516/sequencingstats,183.875,True,266,266,266,266,266,266,0.812023,74.625,27.13,94.4789,1.02365,1.02365,8,8,190,60,1,4,2,1,4,27.13,93.8482,95.1775,92.2409,0.922549,27.0213,0.0526334,0.154633,0.0765825,0.355804,1.08144,16510512,17896632,1.08144,4127628.0
0,https://basespace.illumina.com/run/199996835/210120_KL-31-32-33,210120_M01605_0288_000000000-G6T2W,199996835,2021-01-20T21:43:07Z,2021-01-21T13:58:16Z,2021-01-20T21:49:06Z,2021-01-21T13:35:22Z,2021-01-20T21:43:07Z,2021-01-21T13:33:00Z,288,210120_KL-31-32-33,Complete,MS3144293-300V2,000000000-G6T2W,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,1932865463,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,1175870.0,6627800.0,2111026.0,2.81929,2.81929,0.0,v1pre3/runs/199996835/sequencingstats,174.625,True,266,266,266,266,266,266,2.81929,66.5625,1.35772,72.9386,0.523534,0.523534,8,8,190,60,1,4,2,1,4,1.35772,72.8299,77.6895,57.7195,0.318511,21.8535,0.0661972,0.239734,0.049932,0.394062,0.553089,8444104,26511200,0.553089,2111026.0
0,https://basespace.illumina.com/run/200136943/210122_KL-31-32-33,210122_M01605_0289_000000000-G6RHD,200136943,2021-01-22T19:13:45Z,2021-01-25T01:52:42Z,2021-01-22T19:20:18Z,2021-01-23T11:00:54Z,2021-01-22T19:13:45Z,2021-01-23T10:55:53Z,289,210122_KL-31-32-33,Complete,MS3149320-300V2,000000000-G6RHD,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,1565657623,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,987527.0,5305282.0,4623754.0,0.807943,0.823857,0.792028,v1pre3/runs/200136943/sequencingstats,198.156,True,266,266,266,266,266,266,0.807943,76.3125,24.2568,92.7103,1.14669,1.14669,8,8,190,60,1,4,2,1,4,24.2568,91.9854,94.5727,86.7442,0.871538,29.2064,0.0320216,0.077474,0.114023,0.260665,1.21142,18495016,21221128,1.21142,4623754.0
0,https://basespace.illumina.com/run/201892695/210212_KL-34-35-RK03,210212_M01605_0290_000000000-DB9BJ,201892695,2021-02-12T15:47:52Z,2021-02-15T00:10:27Z,2021-02-12T15:48:26Z,2021-02-13T07:39:34Z,2021-02-12T15:47:51Z,2021-02-13T07:33:50Z,290,210212_KL-34-35-RK03,Complete,MS3144286-300V2,000000000-DB9BJ,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,474939797,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,930736.0,1301959.0,1067082.0,0.528468,0.401179,0.655757,v1pre3/runs/201892695/sequencingstats,237.75,True,316,316,316,316,316,316,0.528468,121.75,21.3342,94.0612,0.31799,0.31799,8,8,135,165,1,4,1,1,2,21.3342,93.5813,96.4413,92.1165,0.819597,75.1799,0.0909306,0.0679002,0.140611,0.200115,0.33293,4268328,5207836,0.33293,1067082.0
0,https://basespace.illumina.com/run/202800646/210301_KL035-Davis08-RK03-AJE04-CWorg,210301_M01605_0291_000000000-G6R7M,202800646,2021-03-01T17:48:05Z,2021-03-02T18:03:57Z,2021-03-01T17:50:51Z,2021-03-02T12:10:56Z,2021-03-01T17:48:05Z,2021-03-02T12:07:12Z,291,210301_KL035-Davis08-RK03-AJE04-CWorg,Complete,MS3144269-300V2,000000000-G6R7M,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,1760711063,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,909578.0,5012903.0,4689119.0,0.567867,0.378854,0.75688,v1pre3/runs/202800646/sequencingstats,234.312,True,316,316,316,316,316,316,0.567867,110.125,24.1616,94.1817,1.39736,1.39736,8,8,135,165,1,4,2,1,4,24.1616,93.6911,96.865,91.9893,0.93541,81.8369,0.0210641,0.0458595,0.112118,0.168667,1.46301,18756476,20051612,1.46301,4689119.0
0,https://basespace.illumina.com/run/203722529/210317-KL-JK01,210317_M01605_0293_000000000-DB7W2,203722529,2021-03-17T21:27:34Z,2021-03-18T13:22:51Z,2021-03-17T21:34:06Z,2021-03-18T13:14:44Z,2021-03-17T21:27:34Z,2021-03-18T13:12:27Z,293,210317-KL-JK01,Complete,MS3147139-300V2,000000000-DB7W2,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,508773980,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,1050130.0,1406508.0,975040.0,1.05198,1.28201,0.821958,v1pre3/runs/203722529/sequencingstats,250.125,True,316,316,316,316,316,316,1.05198,97.5,24.4255,92.4276,0.290562,0.290562,8,8,135,165,1,4,1,1,2,24.4255,91.8655,93.6888,91.397,0.693235,100.0,0.0109881,0.0,0.0602591,0.123015,0.304212,3900160,5626032,0.304213,975040.0
0,https://basespace.illumina.com/run/204868670/210407_seqRun,210408_M01605_0296_000000000-G6PPR,204868670,2021-04-08T17:08:27Z,2021-04-09T12:31:52Z,2021-04-08T17:10:30Z,2021-04-09T12:15:36Z,2021-04-08T17:08:26Z,2021-04-09T12:09:56Z,296,210407_seqRun,Complete,MS3149395-300V2,000000000-G6PPR,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,2210503230,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,1058270.0,6125138.0,3826860.0,1.1557,1.04959,1.26181,v1pre3/runs/204868670/sequencingstats,192.812,True,331,331,331,331,331,331,1.1557,48.375,14.4944,89.5023,1.19781,1.19781,8,8,145,170,1,4,2,1,4,14.4944,88.8515,94.6817,85.0891,0.624779,92.5373,0.0,0.267783,0.123781,0.0795693,1.25138,15307440,24500552,1.25138,3826860.0
0,https://basespace.illumina.com/run/205324164/210416-RD02,210416_M01605_0299_DC85V,205324164,2021-04-16T19:47:22Z,2021-04-17T09:49:26Z,2021-04-16T19:52:48Z,2021-04-17T09:27:08Z,2021-04-16T19:47:22Z,2021-04-17T09:21:56Z,299,210416-RD02,Complete,MS3171136-300V2,DC85V,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,397296893,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,940491.0,1277316.0,1154131.0,1.88034,0.786574,2.97411,v1pre3/runs/205324164/sequencingstats,244.25,True,266,266,266,266,266,266,1.88034,85.0,25.5873,95.4437,0.286224,0.286224,8,8,190,60,1,4,1,1,2,25.5873,94.7006,96.253,92.8511,0.90356,24.0876,0.0152191,0.0371309,0.0810406,0.0,0.302382,4616524,5109264,0.302382,1154131.0
0,https://basespace.illumina.com/run/207771572/210530_Davis09-CW08-RD03,210530_M01605_0306_G7DJR,207771572,2021-05-30T19:32:13Z,2021-05-31T14:24:32Z,2021-05-30T19:36:17Z,2021-05-31T13:56:25Z,2021-05-30T19:32:13Z,2021-05-31T13:48:58Z,306,210530_Davis09-CW08-RD03,Complete,MS3171008-300V2,G7DJR,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,1802206097,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,935433.0,5167991.0,4825679.0,1.20734,1.55738,0.857305,v1pre3/runs/207771572/sequencingstats,215.219,True,316,316,316,316,316,316,1.20734,108.812,35.4556,93.1325,1.43805,1.43805,8,8,240,60,1,4,2,1,4,35.4556,92.3892,93.9398,89.8624,0.933763,76.0364,0.00998006,0.0450563,0.0620799,0.0974636,1.50561,19302716,20671964,1.50561,4825679.0
0,https://basespace.illumina.com/run/210781572/210704_JEF04,210704_M01605_0311_DCPD3,210781572,2021-07-04T16:21:56Z,2021-07-19T03:06:52Z,2021-07-04T16:27:58Z,2021-07-05T08:02:14Z,2021-07-04T16:21:56Z,2021-07-05T07:59:21Z,311,210704_JEF04,Complete,MS3189382-300V2,DCPD3,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,468699260,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,847003.0,1284411.0,1221418.0,0.731422,1.03108,0.431767,v1pre3/runs/210781572/sequencingstats,194.875,True,316,316,316,316,316,316,0.731422,30.5,15.633,94.097,0.363983,0.363983,8,8,200,100,1,4,1,1,2,15.633,93.3163,92.6794,96.9466,0.950956,114.035,0.30223,0.345477,0.00349711,0.305832,0.381082,4885672,5137644,0.381082,1221418.0
0,https://basespace.illumina.com/run/211191003/210719_KL037-38-RD04-DMJ01,210719_M01605_0315_G7DJB,211191003,2021-07-19T21:07:59Z,2021-07-21T22:11:24Z,2021-07-19T21:12:37Z,2021-07-20T14:50:39Z,2021-07-19T21:07:59Z,2021-07-20T14:48:00Z,315,210719_KL037-38-RD04-DMJ01,Complete,MS3197235-300V2,G7DJB,M01605,MiSeq,MiSeq,GenerateFASTQ,0,0,0,0,QcPassed,NoLims,1934640453,False,False,19423405,Kathleen Leeper,https://secure.gravatar.com/avatar/628b58886528d50431c8405e47b9b773.jpg?s=20&d=mm&r=PG,,0001-01-01T00:00:00.0000000Z,330330,M01605,M01605,Amplicon,1052350.0,5761466.0,5178172.0,0.903904,1.46347,0.344338,v1pre3/runs/211191003/sequencingstats,185.062,True,306,306,306,306,306,306,0.903904,89.875,30.9286,90.2947,1.49131,1.49131,8,8,230,60,1,4,2,1,4,30.9286,89.7813,90.3753,89.9817,0.898759,82.7192,0.0,0.136924,0.0241827,0.0274854,1.56381,20712688,23045864,1.56381,5178172.0
